approved?,country,Email,list_platforms,list_tags,Name,phone,photo,score,timezone_name,developerID
no,Netherlands,neque.et@outlook.net,"Outsystems , English , JavaScript","Medical Practice , Photography , Mental Health Care , Import and Export , Political Organization",Xenos Giles,(986) 427-5388,https://randomuser.me/api/portraits/men/69.jpg,8,Europe/Amsterdam,KffAHpP8
no,South Korea,metus@protonmail.couk,"English , Elementor (plugin for Wordpress) , Front-end development , API Connector , Squarespace , MySQL Google Sheets","Wellness and Fitness , Photography , Electrical/Electronic Manufacturing , Farming , Legal Services",Giselle Wilkins,(679) 279-6484,https://randomuser.me/api/portraits/men/89.jpg,8,,hF6EeEHH
yes,South Africa,egestas.aliquam@outlook.edu,"Adalo , Webflow , Zapier , (deleted thing) , Notion , Airtable , Typeform , Shopify , Softr , English , JavaScript , Make (ex. Integromat)","Museums and Institutions , Market Research , Public Relations and Communications , Health , Translation and Localization",Mariam Miranda,1-598-827-6933,https://randomuser.me/api/portraits/men/27.jpg,8,Africa/Johannesburg,T2jmTEdq
no,South Africa,ut@outlook.couk,"English , JavaScript , Wordpress","Transportation/Trucking/Railroad , Human Resources , Health , Utilities , Biotechnology",Teegan Bruce,(658) 642-8894,https://randomuser.me/api/portraits/men/55.jpg,4,Africa/Johannesburg,96igm2QV
yes,Singapore,cursus.a@yahoo.net,"English , UX/UI Design , Wordpress","Political Organization , Tobacco , Restaurants , Legislative Office , Wholesale",Riley Tyler,(750) 126-5263,https://randomuser.me/api/portraits/men/36.jpg,6,Asia/Singapore,vYvEDsLf
no,South Korea,tortor.integer@outlook.couk,"Webflow , Google Analytics , GSAP , Google Tag Manager , English","Management Consulting , Research , Logistics and Supply Chain , Supermarkets , Chemicals",Karyn Dorsey,(610) 869-8054,https://randomuser.me/api/portraits/men/16.jpg,2,,K47jukiF
no,United Kingdom,luctus.curabitur.egestas@protonmail.org,"English , Bubble , Postman , QA , FlutterFlow , API , Wordpress","Chemicals , Recreational Facilities and Services , Music , Venture Capital & Private Equity , Biotechnology",Lee Kirk,(758) 266-5046,https://randomuser.me/api/portraits/women/35.jpg,8,Europe/London,vqLLdUhM
yes,New Zealand,aenean@outlook.ca,"English , Wordpress , Mailchimp , Adobe Photoshop , UX/UI Design , WooCommerce , Adalo","Photography , Program Development , Tobacco , Alternative Medicine , Farming",Addison Swanson,1-855-126-0786,https://randomuser.me/api/portraits/men/59.jpg,7,Pacific/Chatham,Uix5MHDI
no,Netherlands,augue.id@yahoo.edu,"Bubble , English , CSS , Elementor Pro (plugin for WordPress) , API Connector , Shopify , Selenium","Restaurants , Supermarkets , Chemicals , Medical Practice , International Trade and Development",Ebony Steele,1-413-285-7365,https://randomuser.me/api/portraits/men/70.jpg,1,Europe/Amsterdam,Uwwv2AK1
no,Costa Rica,et.netus@yahoo.edu,"Wordpress , API , Airtable , Xano , Bootstrap , Mailchimp","Telecommunications , Public Relations and Communications , Venture Capital & Private Equity , Luxury Goods & Jewelry , Textiles",Leah Moreno,1-809-898-8741,https://randomuser.me/api/portraits/men/72.jpg,3,America/Costa_Rica,t4fKpnTS
yes,Canada,convallis.dolor@protonmail.edu,"Retool , Wordpress , JavaScript , Custom Code , Stripe , Slack , Gmail","Alternative Medicine , Wholesale , Venture Capital & Private Equity , Computer Networking , Wireless",Caesar Ochoa,1-562-365-2513,https://randomuser.me/api/portraits/women/17.jpg,1,America/Dawson_Creek,BpjazRnO
yes,Netherlands,mollis@aol.com,"Webflow , Google Sheets , Airtable , CSS","Law Practice , Recreational Facilities and Services , Outsourcing/Offshoring , Electrical/Electronic Manufacturing , Sporting Goods",Winifred Bridges,(303) 598-2884,https://randomuser.me/api/portraits/men/73.jpg,3,Europe/Amsterdam,6eVCsTX7
yes,France,et@protonmail.net,"Flutter , Mailchimp , MySQL Google Sheets , Zoho Creator , PHP , CSS","Transportation/Trucking/Railroad , Paper & Forest Products , Research , Museums and Institutions , Farming",Alice Sanders,(198) 275-8601,https://randomuser.me/api/portraits/women/40.jpg,6,Europe/Paris,xvLFIaMk
yes,Poland,non@icloud.net,"Carrd , Slack Workflow Builder , Adobe Premiere , Visio , Motion design , Salesforce , English , UX/UI Design , Adobe After Effects","Telecommunications , Outsourcing/Offshoring , Biotechnology , Utilities , Gambling & Casinos",Russell Weeks,(919) 778-8875,https://randomuser.me/api/portraits/men/1.jpg,5,Europe/Warsaw,3vfr3ko0
yes,Pakistan,lectus@icloud.edu,"English , Figma , Webflow , UX/UI Design","Law Practice , Music , Research , Primary/Secondary Education , Utilities",Scarlett Mayer,1-597-706-2338,https://randomuser.me/api/portraits/men/82.jpg,4,Asia/Karachi,IIRPkvpp
no,South Korea,porttitor.tellus@outlook.couk,"Wordpress , Selenium , QA , Bubble , Divi (WordPress plugin) , Mailchimp","Logistics and Supply Chain , Photography , Renewables & Environment , Public Relations and Communications , Paper & Forest Products",Donovan Clements,1-573-487-5073,https://randomuser.me/api/portraits/women/39.jpg,10,,qaogQ4Pk
no,Spain,nunc.sollicitudin@aol.edu,"Adobe Illustrator , Salesforce , AppGyver , Stripe , Shopify","Electrical/Electronic Manufacturing , Political Organization , Newspapers , Import and Export , Program Development",Dean Moss,(976) 923-4468,https://randomuser.me/api/portraits/men/2.jpg,3,Africa/Ceuta,7jgRHKfw
yes,South Africa,a@outlook.ca,"Wordpress , UserTesting , Don't know yet , Divi (WordPress plugin) , Tableau , Webflow","Research , Warehousing , Legislative Office , Translation and Localization , Broadcast Media",Shannon Craft,1-303-781-3822,https://randomuser.me/api/portraits/women/38.jpg,6,Africa/Johannesburg,qFkfzK0f
no,Philippines,pede@protonmail.org,"English , UX/UI Design , Personality , Communication","Textiles , Biotechnology , Alternative Medicine , Luxury Goods & Jewelry , Research",Hillary Skinner,(388) 956-4370,https://randomuser.me/api/portraits/women/34.jpg,9,Asia/Manila,8OVbujVr
yes,Colombia,vitae.velit@protonmail.org,"Zapier , Canvas , LinkedIn , Facebook , Monday , English","Human Resources , Program Development , Tobacco , Translation and Localization , Health",Inga Salazar,1-757-376-3777,https://randomuser.me/api/portraits/men/23.jpg,2,America/Bogota,e8hJTx5l
no,Singapore,eget.varius@aol.org,"English , Elementor Pro (plugin for WordPress) , ChatBot , Mailchimp , Tableau , Glide","Program Development , Human Resources , Wholesale , Luxury Goods & Jewelry , Logistics and Supply Chain",Mercedes Nielsen,1-766-682-9865,https://randomuser.me/api/portraits/women/64.jpg,3,Asia/Singapore,ANVD4qg5
yes,Spain,dolor.dolor@yahoo.edu,"API Connector , Canva , Shopify , Figma , Hubspot","Photography , Wellness and Fitness , Political Organization , Research , Human Resources",Griffith Harmon,(567) 320-1674,https://randomuser.me/api/portraits/men/69.jpg,8,Africa/Ceuta,RxHivCw0
no,Norway,nam.ac@icloud.couk,"English , Webflow , Adobe XD , WooCommerce , Divi (WordPress plugin) , Google Analytics","Paper & Forest Products , Public Relations and Communications , Chemicals , Management Consulting , Warehousing",Marah Clemons,(741) 470-0843,https://randomuser.me/api/portraits/women/69.jpg,1,Europe/Oslo,2cg1k8S2
no,Singapore,posuere@hotmail.edu,"(deleted thing) , (deleted thing) , Airtable , Zapier , Make (ex. Integromat) , English","Recreational Facilities and Services , Supermarkets , Venture Capital & Private Equity , Gambling & Casinos , International Trade and Development",Neville Logan,(225) 679-1378,https://randomuser.me/api/portraits/men/77.jpg,5,Asia/Singapore,Gz5liEJd
no,India,dapibus.quam@outlook.net,"UX/UI Design , Notion , Adalo , Microsoft Teams , CSS","Utilities , Sporting Goods , Translation and Localization , Restaurants , Medical Practice",Brody Le,(818) 784-9739,https://randomuser.me/api/portraits/men/48.jpg,1,Asia/Kolkata,jnTUaUp3
yes,Singapore,diam.eu.dolor@hotmail.org,"English , Google Analytics , Google Sheets , Wordpress","Farming , Restaurants , Health , Transportation/Trucking/Railroad , Computer Networking",Jolie Key,1-676-910-1723,https://randomuser.me/api/portraits/men/14.jpg,3,Asia/Singapore,cLGEQi3b
yes,Mexico,lacus.quisque.imperdiet@icloud.com,"English , Wordpress , MySQL Google Sheets , Google Analytics , Personality","Primary/Secondary Education , Program Development , Law Practice , Computer Networking , Wireless",Jermaine Farrell,1-176-211-7645,https://randomuser.me/api/portraits/men/29.jpg,7,America/Bahia_Banderas,WXgubXBx
no,Mexico,curabitur.sed@yahoo.org,"Adobe Illustrator , Divi (WordPress plugin) , Don't know yet , Elementor (plugin for Wordpress) , Google Analytics","Legislative Office , Logistics and Supply Chain , International Trade and Development , Primary/Secondary Education , Health",Leroy Prince,(662) 736-5040,https://randomuser.me/api/portraits/men/61.jpg,8,America/Ciudad_Juarez,4JjOU76V
no,Indonesia,enim.nec@aol.com,"CSS , Front-end development , UX/UI Design , My Salesforce , Shopify","Transportation/Trucking/Railroad , International Trade and Development , Translation and Localization , Political Organization , Management Consulting",Chase Stephens,(576) 753-9351,https://randomuser.me/api/portraits/women/77.jpg,7,Asia/Jakarta,3T8FrKqB
yes,Spain,diam.vel@outlook.net,"Zoho Creator , Google Analytics , Adobe Illustrator , Front-end development , Glide","Human Resources , Wireless , Recreational Facilities and Services , Telecommunications , Outsourcing/Offshoring",Magee Fletcher,1-707-474-3750,https://randomuser.me/api/portraits/men/84.jpg,6,Africa/Ceuta,yjeXeqUW
no,Vietnam,sem.pellentesque@aol.couk,"English , Google Sheets , Communication , MySQL Google Sheets","Human Resources , Recreational Facilities and Services , Photography , Biotechnology , Museums and Institutions",Ethan Atkins,1-232-583-8506,https://randomuser.me/api/portraits/women/44.jpg,5,,CCd80M1d
yes,Turkey,semper.cursus@yahoo.org,"English , Postman , Selenium , Adobe Illustrator , Wordpress , ChatBot","Public Relations and Communications , Music , Recreational Facilities and Services , International Trade and Development , Newspapers",Yolanda Bonner,1-947-848-8449,https://randomuser.me/api/portraits/men/21.jpg,5,Europe/Istanbul,uvrzjfTQ
no,China,mi@icloud.com,"Figma , English , Glide , FlutterFlow , Adobe XD , UserTesting , ChatBot","Photography , Tobacco , Human Resources , Medical Practice , Restaurants",Burton Santana,1-216-764-4258,https://randomuser.me/api/portraits/women/22.jpg,9,Asia/Shanghai,REOexOQm
yes,China,tellus.phasellus@outlook.com,"Airtable , English , API , Project Management , JavaScript","Medical Practice , Wellness and Fitness , Political Organization , Logistics and Supply Chain , Farming",Jermaine Dunlap,1-376-423-1687,https://randomuser.me/api/portraits/men/91.jpg,6,Asia/Urumqi,Ua13okAg
no,Peru,elit.pharetra@google.net,"Project Management , English , Google Sheets , Communication","Paper & Forest Products , Biotechnology , Tobacco , Research , International Trade and Development",Bryar Benjamin,(753) 217-2290,https://randomuser.me/api/portraits/men/73.jpg,1,America/Lima,RDIN02xc
no,Canada,non.hendrerit@hotmail.com,"AppGyver , WooCommerce , FlutterFlow , CSS , Mailchimp","Health , Renewables & Environment , Transportation/Trucking/Railroad , Political Organization , Telecommunications",Ralph Browning,1-321-256-6110,https://randomuser.me/api/portraits/women/10.jpg,3,America/Atikokan,VzSW8J6b
no,Turkey,fusce.diam.nunc@yahoo.com,"English , Divi (WordPress plugin) , ChatBot , Hubspot , FlutterFlow , Tableau","Legislative Office , Textiles , Electrical/Electronic Manufacturing , Logistics and Supply Chain , Law Practice",Veronica Jenkins,(419) 351-9267,https://randomuser.me/api/portraits/women/63.jpg,1,Europe/Istanbul,anAJMhRp
yes,Russian Federation,dictum.augue@aol.ca,"Project Management , Postman  , Tableau , Microsoft Teams","Sporting Goods , Program Development , Mental Health Care , Capital Markets , Primary/Secondary Education",Piper Zamora,1-653-643-4821,https://randomuser.me/api/portraits/men/8.jpg,5,Europe/Astrakhan,Xrs09NTr
no,Indonesia,tellus.non@yahoo.com,"Wordpress , English , Hubspot , Shopify , Elementor Pro (plugin for WordPress) , UX/UI Design , HTML","Import and Export , Health , Venture Capital & Private Equity , Electrical/Electronic Manufacturing , Medical Practice",Maryam Mcknight,1-849-194-4136,https://randomuser.me/api/portraits/men/35.jpg,1,Asia/Jayapura,twD4j1Gu
yes,Spain,luctus.ipsum@protonmail.com,"Glide , English , Softr","Management Consulting , Wellness and Fitness , Health , Wireless , Program Development",Petra Lamb,(903) 797-6623,https://randomuser.me/api/portraits/men/89.jpg,1,Atlantic/Canary,qbPS9lsT
no,Canada,accumsan@yahoo.edu,"English , Wix , Mailchimp , Google Analytics , UX/UI Design , Java","Health , Mental Health Care , Restaurants , Newspapers , Textiles",Chadwick Valdez,(231) 559-3773,https://randomuser.me/api/portraits/women/95.jpg,1,America/St_Johns,XdMW6hPR
yes,United Kingdom,ligula.donec@aol.org,"Wordpress , Shopify , Personality","Program Development , Newspapers , Alternative Medicine , Logistics and Supply Chain , Sporting Goods",Fletcher Hale,1-463-881-3020,https://randomuser.me/api/portraits/men/81.jpg,9,Europe/London,P5meaaBy
no,Netherlands,proin.vel@icloud.com,"Make (ex. Integromat) , English , Microsoft Teams , Divi (WordPress plugin) , Shopify , UX/UI Design , Adobe Photoshop","Public Relations and Communications , Chemicals , Textiles , Primary/Secondary Education , Program Development",Aidan Peck,1-236-434-1934,https://randomuser.me/api/portraits/women/2.jpg,9,Europe/Amsterdam,pV8Wh47v
yes,Sweden,in@hotmail.couk,"English , Figma , Flutter","Venture Capital & Private Equity , Legislative Office , Paper & Forest Products , Alternative Medicine , Museums and Institutions",Shad Hampton,1-560-414-9667,https://randomuser.me/api/portraits/women/63.jpg,6,Europe/Stockholm,YxzAhrDB
yes,Vietnam,suspendisse.commodo@aol.net,"Project Management , HTML , Figma , Adobe XD , Elementor (plugin for Wordpress)","Tobacco , Supermarkets , Sporting Goods , Telecommunications , Photography",Molly Franco,1-731-611-0151,https://randomuser.me/api/portraits/women/83.jpg,10,,anrRUCru
yes,Russian Federation,enim.condimentum.eget@yahoo.net,"English , Custom Code , FlutterFlow , API , UserTesting , Adobe XD","Medical Practice , Restaurants , Tobacco , Program Development , Translation and Localization",Barclay Little,1-737-826-8447,https://randomuser.me/api/portraits/women/81.jpg,6,Asia/Chita,JftEO2bv
no,United Kingdom,ipsum.ac@protonmail.couk,"Stripe , ChatBot , Canva , WooCommerce , Postman","Mental Health Care , Research , Wellness and Fitness , Telecommunications , Legislative Office",Mona Alston,1-557-551-5158,https://randomuser.me/api/portraits/women/58.jpg,10,Europe/London,BNKOJtzB
yes,Colombia,ligula.eu.enim@protonmail.ca,"English , Adobe XD , Canva , Postman , API Connector , Xano","Paper & Forest Products , Museums and Institutions , Accounting , Newspapers , Transportation/Trucking/Railroad",Brenden Whitfield,(404) 418-1165,https://randomuser.me/api/portraits/women/37.jpg,6,America/Bogota,puMQKSLc
no,Turkey,mauris.ipsum@hotmail.com,"CSS , Postman , AppGyver , API , Adalo","Gambling & Casinos , Utilities , Legislative Office , Newspapers , Accounting",Ayanna Kline,(368) 575-1942,https://randomuser.me/api/portraits/women/90.jpg,1,Europe/Istanbul,SYZbZJTB
no,South Africa,sapien.cursus.in@google.com,"English , Webflow , Figma , UX/UI Design","Computer Networking , Wholesale , Wellness and Fitness , Alternative Medicine , Wireless",Jack Rowe,1-827-588-8016,https://randomuser.me/api/portraits/men/87.jpg,3,Africa/Johannesburg,4ej4W4gD
yes,Pakistan,vulputate@google.net,"NodeJS WordPress , React , Typescript , Wordpress , Bubble , Webflow , Zapier , Airtable , Mailchimp , Stripe , JavaScript","Legal Services , Biotechnology , Legislative Office , Renewables & Environment , Human Resources",Castor Lawson,1-335-646-5547,https://randomuser.me/api/portraits/women/75.jpg,6,Asia/Karachi,5HXY9ncG
no,Russian Federation,nisi.mauris.nulla@yahoo.org,"Google Sheets , English , Shopify","Import and Export , Tobacco , Legal Services , Program Development , Broadcast Media",Maris Davis,(557) 676-2876,https://randomuser.me/api/portraits/women/69.jpg,8,Asia/Ust-Nera,kxzr9u2o
no,Netherlands,at@hotmail.couk,"(deleted thing) , (deleted thing) , English , Figma , Adobe After Effects , Google Sheets , Notion , Webflow , UX/UI Design","Translation and Localization , Program Development , Warehousing , Health , Newspapers",Odette Noble,(351) 521-1673,https://randomuser.me/api/portraits/women/59.jpg,2,Europe/Amsterdam,hbR9IZhG
no,South Korea,aliquam.adipiscing@protonmail.net,"Carrd , English , Airtable , Glide , Softr","Legislative Office , Wireless , Medical Practice , Venture Capital & Private Equity , Capital Markets",Jack Burris,1-740-886-0427,https://randomuser.me/api/portraits/men/57.jpg,5,,XEPt9Nln
no,Netherlands,aptent.taciti.sociosqu@google.net,"English , Squarespace , HTML , Adobe XD , UserTesting , Zoho Creator","Transportation/Trucking/Railroad , Tobacco , Newspapers , Import and Export , Market Research",Walter Charles,(881) 860-8052,https://randomuser.me/api/portraits/women/33.jpg,1,Europe/Amsterdam,9RjKCMKK
no,Italy,sociis@protonmail.couk,"English , Bubble , Make (ex. Integromat) , WLNC Regulations , Communication , Zapier","Logistics and Supply Chain , Recreational Facilities and Services , Accounting , Music , Capital Markets",Elliott Mccarty,(517) 704-3573,https://randomuser.me/api/portraits/men/15.jpg,4,Europe/Rome,yMoLPBvQ
yes,New Zealand,aliquam@outlook.edu,"English , UX/UI Design , Figma , Personality","Alternative Medicine , Venture Capital & Private Equity , Health , Museums and Institutions , Electrical/Electronic Manufacturing",Bert Tanner,1-790-833-2732,https://randomuser.me/api/portraits/men/85.jpg,4,Pacific/Auckland,7yRObaVp
yes,Ireland,orci.phasellus.dapibus@aol.org,"English , Google Sheets , Mailchimp , Java , My Salesforce , Figma , Project Management","Renewables & Environment , Chemicals , Alternative Medicine , Wireless , Broadcast Media",Violet Gutierrez,1-323-488-6173,https://randomuser.me/api/portraits/men/35.jpg,0,Europe/Dublin,JY4VDUGn
no,Peru,nisl.elementum@aol.couk,"Airtable , Custom Code , Postman , Tableau , Front-end development , QA","Electrical/Electronic Manufacturing , Translation and Localization , Venture Capital & Private Equity , Mental Health Care , Restaurants",Arthur Duffy,(668) 311-1651,https://randomuser.me/api/portraits/men/28.jpg,10,America/Lima,lZamKmxZ
no,United Kingdom,interdum@protonmail.edu,"Bubble , Product management , Appsheet , Airtable , BDK , Paystack , Stripe , Trello","Music , Wellness and Fitness , Import and Export , Management Consulting , Warehousing",Madaline Moss,(236) 264-9827,https://randomuser.me/api/portraits/men/75.jpg,6,Europe/London,ueB1GLtx
yes,Pakistan,massa.non.ante@yahoo.net,"English , Wordpress , Project Management","Museums and Institutions , Telecommunications , Recreational Facilities and Services , Tobacco , Human Resources",Veda Chaney,1-638-882-2184,https://randomuser.me/api/portraits/men/28.jpg,1,Asia/Karachi,Wg6Kv4Hd
no,United States,convallis.dolor@protonmail.com,"JavaScript , Wordpress , Selenium , HTML , UserTesting , API Connector , Postman","Law Practice , Capital Markets , Translation and Localization , Restaurants , Recreational Facilities and Services",Sylvia Henry,(301) 123-2197,https://randomuser.me/api/portraits/men/9.jpg,7,America/Indiana/Indianapolis,uEtPfyHn
no,Singapore,erat.eget@outlook.com,"Webflow , Google Sheets , Airtable , CSS","Music , Wholesale , Transportation/Trucking/Railroad , Computer Networking , Primary/Secondary Education",Germane Bowman,1-541-511-6332,https://randomuser.me/api/portraits/women/93.jpg,2,Asia/Singapore,g2AhWiFw
no,Ukraine,nam.ligula@google.couk,"FlutterFlow , WooCommerce , UX/UI Design , Adobe Photoshop , Notion","Wellness and Fitness , Chemicals , Broadcast Media , Accounting , Electrical/Electronic Manufacturing",Ariana Boone,(632) 139-7135,https://randomuser.me/api/portraits/women/77.jpg,7,Europe/Simferopol,u6nZPRVO
yes,Netherlands,nunc.commodo.auctor@outlook.com,"English , My Salesforce , Divi (WordPress plugin) , Custom Code , UX/UI Design , Zoho Creator","Logistics and Supply Chain , Chemicals , Capital Markets , Program Development , Management Consulting",Herrod Hensley,(283) 452-2032,https://randomuser.me/api/portraits/women/61.jpg,3,Europe/Amsterdam,BGjZboWf
no,Australia,a@aol.org,"Wordpress , Elementor (plugin for Wordpress) , Wix , Elementor Pro (plugin for WordPress) , HTML , CSS , Google Forms , WooCommerce , English , Mailchimp , Shopify","Alternative Medicine , Sporting Goods , Warehousing , Music , Restaurants",Uriah Drake,(388) 475-5737,https://randomuser.me/api/portraits/men/10.jpg,5,Australia/Melbourne,mMdlvRsu
no,France,aliquam.ultrices.iaculis@hotmail.com,"Webflow , Adobe Photoshop , Shopify , FlutterFlow , Bootstrap","Legislative Office , Electrical/Electronic Manufacturing , Recreational Facilities and Services , Alternative Medicine , Restaurants",Randall Berg,1-563-303-6708,https://randomuser.me/api/portraits/men/58.jpg,1,Europe/Paris,hym97zsE
yes,Netherlands,non.egestas@outlook.edu,"Wordpress , JavaScript , MySQL Google Sheets , English","Broadcast Media , Music , Primary/Secondary Education , Transportation/Trucking/Railroad , Mental Health Care",Evan Dennis,1-677-925-8550,https://randomuser.me/api/portraits/women/40.jpg,1,Europe/Amsterdam,f1eBJcdg
yes,Singapore,semper.auctor@google.net,"English , UX/UI Design , Shopify , Hubspot , Xano , WooCommerce","Renewables & Environment , Legislative Office , Capital Markets , Translation and Localization , Public Relations and Communications",Walker Boyle,1-361-678-6885,https://randomuser.me/api/portraits/men/30.jpg,2,Asia/Singapore,Xma8CknT
yes,Netherlands,cras.eget@outlook.org,"Elementor Pro (plugin for WordPress) , Figma , Custom Code , QA , Zoho Creator","Restaurants , Farming , Luxury Goods & Jewelry , Program Development , Photography",Sasha Bryant,(858) 352-4664,https://randomuser.me/api/portraits/women/33.jpg,7,Europe/Amsterdam,st8drkcv
yes,Belgium,lectus.quis.massa@aol.edu,"FlutterFlow , Elementor (plugin for Wordpress) , Softr , English , Bubble , Webflow","Restaurants , Outsourcing/Offshoring , Biotechnology , Translation and Localization , Utilities",Rudyard Hickman,1-279-251-9324,https://randomuser.me/api/portraits/women/13.jpg,4,Europe/Brussels,m41aq7de
no,Australia,velit@google.org,"English , Google Sheets , Figma , Bootstrap , UserTesting , Shopify , My Salesforce","Wellness and Fitness , Health , Chemicals , Newspapers , Accounting",Orla Calhoun,1-671-212-1647,https://randomuser.me/api/portraits/women/53.jpg,9,Australia/Lord_Howe,SJqwKOqn
no,Germany,mi@hotmail.org,"English , Project Management , FlutterFlow , Canva , PHP , Mailchimp , Squarespace","Utilities , Market Research , Recreational Facilities and Services , Chemicals , Warehousing",Maxine Boyer,1-812-777-4169,https://randomuser.me/api/portraits/men/89.jpg,4,Europe/Busingen,KjQEZ4l3
no,United Kingdom,eget.odio.aliquam@google.ca,"English , Wordpress , CSS , Salesforce , Squarespace , Hubspot","Farming , Legislative Office , Wellness and Fitness , Electrical/Electronic Manufacturing , Recreational Facilities and Services",Gregory Banks,(359) 344-6621,https://randomuser.me/api/portraits/women/95.jpg,4,Europe/London,525KNMfK
no,Philippines,pharetra.felis.eget@protonmail.net,"Figma , UX/UI Design , Postman , Bubble , Salesforce , FlutterFlow , UserTesting","Accounting , Farming , International Trade and Development , Electrical/Electronic Manufacturing , Chemicals",Blossom Lee,(585) 806-0729,https://randomuser.me/api/portraits/men/72.jpg,2,Asia/Manila,ymonkvVd
yes,Turkey,non.justo.proin@aol.ca,"Actiondesk , 8base , PHP , Stripe , Microsoft Teams , Postman , UserTesting","Music , Capital Markets , Restaurants , Recreational Facilities and Services , Supermarkets",Ignacia Oliver,(385) 258-0341,https://randomuser.me/api/portraits/men/31.jpg,4,Europe/Istanbul,2q7eV8eX
yes,France,cubilia.curae@hotmail.edu,"Bubble , English , Adalo","Alternative Medicine , Newspapers , Computer Networking , Wholesale , Photography",Austin Buck,(308) 325-7941,https://randomuser.me/api/portraits/women/83.jpg,6,Europe/Paris,20ffIHkZ
no,Sweden,sem.egestas.blandit@yahoo.edu,"English , Postman , Squarespace , Bubble , Elementor (plugin for Wordpress) , PHP","Law Practice , Warehousing , Management Consulting , Telecommunications , Wellness and Fitness",Hollee Beard,1-779-248-4624,https://randomuser.me/api/portraits/women/65.jpg,9,Europe/Stockholm,mSf6fYU1
no,Peru,dictum.phasellus.in@aol.org,"Wordpress , JavaScript , MySQL Google Sheets","Translation and Localization , Capital Markets , Law Practice , International Trade and Development , Broadcast Media",Guy Valencia,1-791-621-5068,https://randomuser.me/api/portraits/men/59.jpg,3,America/Lima,bzxc5fVF
no,China,enim.non@aol.ca,"Python , Django , Amazon Web Services , Wordpress , MySQL Google Sheets , JavaScript , Oracle","Political Organization , Accounting , Market Research , Textiles , Recreational Facilities and Services",Kessie Stein,1-369-222-2561,https://randomuser.me/api/portraits/men/43.jpg,3,Asia/Urumqi,oATszDhJ
yes,United States,commodo.at@icloud.com,"Misrosoft Excel , English , Stripe , Microsoft Teams , Adobe Photoshop , Webflow , WooCommerce","Law Practice , Luxury Goods & Jewelry , Paper & Forest Products , Health , Warehousing",Logan George,1-524-642-8736,https://randomuser.me/api/portraits/men/86.jpg,5,Pacific/Honolulu,Amf5yCT8
no,France,lacus.etiam.bibendum@yahoo.net,"English , JavaScript , C# , MySQL Google Sheets , Communication , API","Paper & Forest Products , Import and Export , Chemicals , Music , Public Relations and Communications",Darius York,1-556-438-4228,https://randomuser.me/api/portraits/women/40.jpg,9,Europe/Paris,ulQMSfI5
yes,Germany,sem.semper.erat@outlook.couk,"Webflow , Wix , Kajabi , Kartra , Squarespace , Wordpress , Airtable , Zapier","Telecommunications , Music , Restaurants , Logistics and Supply Chain , Mental Health Care",Virginia Fields,(822) 736-5701,https://randomuser.me/api/portraits/women/77.jpg,3,Europe/Berlin,rhGpZtjH
no,Costa Rica,vitae.semper@protonmail.edu,"English , Notion , UX/UI Design , Product management","Sporting Goods , Recreational Facilities and Services , Program Development , Management Consulting , Capital Markets",Judah Burt,1-945-373-4400,https://randomuser.me/api/portraits/women/96.jpg,10,America/Costa_Rica,M2W1C9Tv
yes,United Kingdom,feugiat.tellus@aol.ca,"Notion , Google Sheets , English","Medical Practice , Supermarkets , Political Organization , Venture Capital & Private Equity , Transportation/Trucking/Railroad",Howard Mcclure,(504) 131-3161,https://randomuser.me/api/portraits/women/64.jpg,5,Europe/London,g3LABS97
no,Ukraine,sed.est@google.org,"English , Notion , AppGyver , Elementor Pro (plugin for WordPress) , API , CSS , Shopify","Wireless , Photography , Venture Capital & Private Equity , Medical Practice , Supermarkets",Veronica Thornton,(789) 681-8356,https://randomuser.me/api/portraits/women/55.jpg,3,Europe/Simferopol,yfXidCnl
no,Ukraine,tempus@aol.ca,"English , QA , Project Management , Adobe Photoshop , Microsoft Teams , Wix","Computer Networking , Management Consulting , Utilities , Logistics and Supply Chain , Luxury Goods & Jewelry",Erin Mosley,1-798-253-3436,https://randomuser.me/api/portraits/women/11.jpg,9,Europe/Kyiv,TzbwaEPB
yes,China,adipiscing@hotmail.couk,"Dropbox , English , Figma , Webflow","Outsourcing/Offshoring , Program Development , Music , Recreational Facilities and Services , International Trade and Development",Paki Stout,1-868-786-8944,https://randomuser.me/api/portraits/men/70.jpg,7,Asia/Shanghai,iTiyVEIl
no,Sweden,imperdiet.dictum@protonmail.ca,"English , FlutterFlow , Adobe XD , Zoho Creator , Notion , Divi (WordPress plugin)","Wireless , Electrical/Electronic Manufacturing , Health , Renewables & Environment , Wellness and Fitness",Olivia Cote,1-861-657-6357,https://randomuser.me/api/portraits/women/40.jpg,5,Europe/Stockholm,e3LHpSuT
yes,India,quis@protonmail.edu,"Webflow , English , Figma","Logistics and Supply Chain , Human Resources , Venture Capital & Private Equity , Research , International Trade and Development",Ursa Thompson,1-711-619-3380,https://randomuser.me/api/portraits/women/76.jpg,7,Asia/Kolkata,HM0McuJc
no,United Kingdom,tellus@aol.ca,"Java , Figma , Adobe XD , Adobe Photoshop , Microsoft Teams","Wellness and Fitness , Legal Services , Outsourcing/Offshoring , Health , Wireless",Alana Wall,(657) 454-6571,https://randomuser.me/api/portraits/women/38.jpg,5,Europe/London,UxK4pxCL
